Transcript_1,NM_153699.1,81.764,669,120,2,79,746,71,738,0.0,650
Transcript_1,NM_145740.4,81.287,668,125,0,79,746,214,881,0.0,642
Transcript_1,NM_000847.4,80.838,668,128,0,79,746,80,747,1.55e-177,628
Transcript_1,XM_011514532.3,80.148,675,134,0,72,746,137,811,3.42e-173,614
Transcript_1,NM_000846.4,80.148,675,134,0,72,746,144,818,3.42e-173,614
Transcript_1,XM_005249034.4,81.353,547,102,0,79,625,74,620,3.90e-147,527
Transcript_1,XM_024446415.1,79.862,581,117,0,166,746,80,660,5.79e-145,521
Transcript_1,XM_024446414.1,74.850,668,116,1,79,746,80,695,9.81e-136,490
Transcript_1,XM_006715072.4,80.151,529,105,0,218,746,76,604,5.08e-133,481
Transcript_1,XR_926167.2,81.356,413,77,0,79,491,181,593,4.76e-108,398
Transcript_1,XR_926167.2,82.022,89,16,0,490,578,713,801,3.22e-15,89.7
Transcript_1,XR_926166.2,81.356,413,77,0,79,491,181,593,4.76e-108,398
Transcript_1,XR_926166.2,82.022,89,16,0,490,578,710,798,3.22e-15,89.7
Transcript_1,XM_011514533.2,77.722,395,88,0,352,746,179,573,1.28e-83,316
Transcript_1,NM_001319059.1,77.525,396,89,0,351,746,353,748,1.56e-82,314
Transcript_1,NM_001319059.1,83.942,137,22,0,79,215,214,350,3.92e-33,149
Transcript_1,NR_033760.1,86.232,138,18,1,214,351,1431,1567,2.17e-36,160
Transcript_1,NR_033760.1,80.159,126,25,0,620,745,5444,5569,8.10e-23,115
Transcript_1,XM_005249035.4,69.686,287,81,2,79,362,190,473,5.45e-25,123
Transcript_1,NM_001512.3,69.686,287,81,2,79,362,151,434,5.45e-25,123
Transcript_1,XM_011514535.3,79.412,136,28,0,227,362,339,474,1.90e-24,120
Transcript_1,XM_011514534.3,79.412,136,28,0,227,362,179,314,1.90e-24,120
Transcript_1,NM_000852.3,83.333,42,7,0,319,360,484,525,0.12,45.5
Transcript_1,XM_017012099.1,92.593,27,2,0,154,180,720,694,1.5,41.0
Transcript_1,XM_011516116.2,92.593,27,2,0,154,180,803,777,1.5,41.0
Transcript_1,XM_005250305.2,92.593,27,2,0,154,180,805,779,1.5,41.0
Transcript_1,XM_005250304.2,92.593,27,2,0,154,180,800,774,1.5,41.0
Transcript_1,NM_001243198.2,92.593,27,2,0,154,180,799,773,1.5,41.0
Transcript_1,NM_005338.6,92.593,27,2,0,154,180,799,773,1.5,41.0
Transcript_1,XM_017027543.2,87.097,31,4,0,327,357,8528,8558,5.1,39.2
Transcript_1,XM_024451807.1,87.097,31,4,0,327,357,3701,3731,5.1,39.2
Transcript_1,NM_001352260.1,87.097,31,4,0,327,357,2965,2995,5.1,39.2
Transcript_1,XM_017027542.1,87.097,31,4,0,327,357,3489,3519,5.1,39.2
Transcript_1,XM_017027540.1,87.097,31,4,0,327,357,3489,3519,5.1,39.2
Transcript_1,XM_017027539.1,87.097,31,4,0,327,357,3577,3607,5.1,39.2
Transcript_1,XM_017027538.1,87.097,31,4,0,327,357,3577,3607,5.1,39.2
Transcript_1,XM_011527560.2,87.097,31,4,0,327,357,3503,3533,5.1,39.2
Transcript_1,XM_017027537.1,87.097,31,4,0,327,357,3490,3520,5.1,39.2
Transcript_1,XM_011527558.2,87.097,31,4,0,327,357,3390,3420,5.1,39.2
Transcript_1,XM_011527557.2,87.097,31,4,0,327,357,3591,3621,5.1,39.2
Transcript_1,XM_017027536.1,87.097,31,4,0,327,357,3507,3537,5.1,39.2
Transcript_1,XM_017027535.1,87.097,31,4,0,327,357,3052,3082,5.1,39.2
